Average f1 score,Average precision,Average Recall
0.0013369857198821506,0.0006834574618747583,0.03054914441458755
f1,precision,recall
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0.0016863406408094434,0.0008605851979345956,0.041666666666666664
0.001646090534979424,0.0008403361344537816,0.04
0.0015384615384615387,0.0007849293563579278,0.038461538461538464
0.001525553012967201,0.00078003120124805,0.034482758620689655
0.0015232292460015233,0.000779423226812159,0.03333333333333333
0.0013966480446927375,0.0007137758743754461,0.03225806451612903
0.0013633265167007497,0.0006968641114982578,0.03125
0.0012602394454946438,0.0006435006435006435,0.030303030303030304
0.0011799410029498525,0.0006020469596628537,0.029411764705882353
0.0011764705882352942,0.0006006006006006006,0.02857142857142857
0.0010964912280701754,0.0005592841163310962,0.027777777777777776
0.0010899182561307902,0.0005564830272676684,0.02631578947368421
0.0010863661053775123,0.0005549389567147614,0.02564102564102564
0.0010828370330265293,0.0005534034311012728,0.025
0.001048767697954903,0.0005359056806002144,0.024390243902439025
0.000998502246630055,0.0005099439061703213,0.023809523809523808
0.0009871668311944718,0.0005042864346949068,0.023255813953488372
0.0009842519685039372,0.0005030181086519115,0.022727272727272728
0.0009794319294809011,0.000500751126690035,0.022222222222222223
0.0009779951100244498,0.0005002501250625312,0.021739130434782608
0.0009411764705882353,0.00048123195380173246,0.02127659574468085
0.0009053870529651426,0.000462962962962963,0.02040816326530612
0.0009029345372460496,0.00046189376443418013,0.02
0.0008733624454148471,0.00044682752457551384,0.019230769230769232
0.0008707009142359598,0.000445632798573975,0.018867924528301886
0.0008382229673093043,0.0004288164665523156,0.018518518518518517
0.0008298755186721993,0.0004246284501061571,0.01818181818181818
0.0007861635220125786,0.00040192926045016077,0.017857142857142856
0.0007535795026375283,0.0003850596842510589,0.017543859649122806
0.0007493443237167478,0.00038299502106472615,0.017241379310344827
0.0007476635514018692,0.00038226299694189603,0.01694915254237288
0.0014781966001478199,0.0007558578987150416,0.03333333333333333
0.002157497303128371,0.0011029411764705882,0.04918032786885246
0.0021420921099607284,0.001095290251916758,0.04838709677419355
0.002140563681769533,0.0010948905109489052,0.047619047619047616
0.002069679199724043,0.0010582010582010583,0.046875
0.0020147750167897917,0.0010302197802197802,0.045454545454545456
0.002004677581022386,0.0010256410256410256,0.04411764705882353
0.0019946808510638296,0.0010207553589656345,0.043478260869565216
0.001966568338249754,0.0010063737001006373,0.04285714285714286
0.0019436345966958213,0.0009946949602122016,0.04225352112676056
0.0019193857965451053,0.0009823182711198428,0.041666666666666664
0.001869741352446245,0.0009566326530612245,0.0410958904109589
0.0018259281801582474,0.0009339975093399751,0.04054054054054054
0.0018226002430133657,0.0009325458501709667,0.04
0.0018192844147968466,0.000931098696461825,0.039473684210526314
0.0017851829812555787,0.0009135200974421437,0.03896103896103896
0.0017206767995411529,0.0008800234672924611,0.038461538461538464
0.0017006802721088435,0.0008698173383589446,0.0379746835443038
0.0016920473773265653,0.0008655510675129833,0.0375
0.0016717748676511564,0.0008551881413911061,0.037037037037037035
0.0016648168701442843,0.0008517887563884157,0.036585365853658534
0.0016224986479177934,0.0008307947936859596,0.034482758620689655
0.0015764582238570676,0.0008068854222700376,0.03409090909090909
0.0015436068947774634,0.0007898894154818325,0.033707865168539325
0.002012578616352201,0.0010298661174047373,0.04395604395604396
0.0019945150835203192,0.0010206685378923194,0.043478260869565216
0.001951219512195122,0.0009982530571499876,0.043010752688172046
0.0019300361881785285,0.0009874105159219946,0.0425531914893617
0.001881467544684854,0.0009624639076034649,0.041666666666666664
0.0018518518518518517,0.000947193937958797,0.041237113402061855
0.0018471484645578389,0.0009449562957713206,0.04081632653061224
0.0017893088794453142,0.0009149130832570906,0.04040404040404041
0.0017710870046491031,0.000905592030790129,0.04
0.0017455814968361336,0.000892458723784025,0.039603960396039604
0.001736487953114825,0.0008880994671403197,0.038834951456310676
0.0017327268789257093,0.0008863283846665189,0.038461538461538464
0.0017312270071413113,0.0008857395925597874,0.0380952380952381
0.0017108639863130882,0.00087527352297593,0.03773584905660377
0.0016810254255095608,0.0008598452278589854,0.037383177570093455
