Average f1 score,Average precision,Average Recall
0.002475765440966655,0.0012622812644521321,0.06409432365229437
f1,precision,recall
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0.0016168148746968473,0.0008278145695364238,0.034482758620689655
0.0014947683109118087,0.0007645259938837921,0.03333333333333333
0.0013956734124214933,0.0007132667617689016,0.03225806451612903
0.002594033722438392,0.0013245033112582781,0.0625
0.002569043031470777,0.0013123359580052493,0.06060606060606061
0.002469135802469136,0.0012610340479192938,0.058823529411764705
0.002373887240356083,0.0012121212121212121,0.05714285714285714
0.002230897936419409,0.0011383039271485487,0.05555555555555555
0.0021287919105907396,0.0010863661053775121,0.05263157894736842
0.003047232097511427,0.0015544041450777201,0.07692307692307693
0.002991026919242273,0.001525940996948118,0.075
0.0029455081001472753,0.001503006012024048,0.07317073170731707
0.00291403593977659,0.001487357461576599,0.07142857142857142
0.0037071362372567192,0.0018912529550827422,0.09302325581395349
0.003641329085116067,0.0018578727357176034,0.09090909090909091
0.0034677069787602943,0.0017683465959328027,0.08888888888888889
0.003463203463203463,0.0017667844522968198,0.08695652173913043
0.003398470688190315,0.0017338534893801473,0.0851063829787234
0.0032719836400818,0.001669449081803005,0.08163265306122448
0.003201280512204882,0.0016333197223356473,0.08
0.0031683168316831685,0.0016174686615446825,0.07692307692307693
0.0030165912518853697,0.0015390534821085034,0.07547169811320754
0.002910149145143688,0.001484230055658627,0.07407407407407407
0.002857142857142857,0.0014571948998178506,0.07272727272727272
0.0028011204481792713,0.0014285714285714286,0.07142857142857142
0.002767208578346593,0.0014114326040931546,0.07017543859649122
0.0027173913043478264,0.001386001386001386,0.06896551724137931
0.0026595744680851068,0.0013563919972872161,0.06779661016949153
0.002592352559948153,0.0013218770654329147,0.06666666666666667
0.0025260498894853177,0.00128783000643915,0.06557377049180328
0.002491435689816257,0.0012702445220704986,0.06451612903225806
0.00235640648011782,0.0012004801920768306,0.06349206349206349
0.0022798518096323736,0.0011611030478955006,0.0625
0.0022547914317925595,0.0011487650775416428,0.06060606060606061
0.0022390148334732714,0.0011412268188302425,0.058823529411764705
0.00276166804750069,0.0014076576576576576,0.07246376811594203
0.002717391304347826,0.0013850415512465374,0.07142857142857142
0.002678810608090008,0.001365374112506827,0.07042253521126761
0.0026476039184537992,0.001349527665317139,0.06944444444444445
0.002597402597402597,0.0013238019592268996,0.0684931506849315
0.0025157232704402514,0.001281722635221738,0.06756756756756757
0.0024912805181863482,0.0012693577050012694,0.06666666666666667
0.002402113860196973,0.001223391240518718,0.06578947368421052
0.0028462998102466793,0.001449625513409036,0.07792207792207792
0.003268736866682232,0.0016646848989298453,0.08974358974358974
0.003181818181818182,0.0016199953714417959,0.08860759493670886
0.0031503150315031502,0.0016040329972502293,0.0875
0.00314536059312514,0.0016018306636155606,0.08641975308641975
0.0035516093229744725,0.0018087271082975356,0.0975609756097561
0.0035273368606701942,0.0017981568891885817,0.09195402298850575
0.0034911629936722668,0.0017797552836484984,0.09090909090909091
0.0034423407917383822,0.001754770783066462,0.0898876404494382
