Average f1 score,Average precision,Average Recall
0.5822856764616713,0.5808496837782734,0.5837572783823382
f1,precision,recall
0.6,0.6,0.6
0.5,0.45454545454545453,0.5555555555555556
0.45161290322580644,0.4375,0.4666666666666667
0.46511627906976744,0.45454545454545453,0.47619047619047616
0.4727272727272727,0.4642857142857143,0.48148148148148145
0.4477611940298507,0.4411764705882353,0.45454545454545453
0.4675324675324675,0.47368421052631576,0.46153846153846156
0.4545454545454546,0.46511627906976744,0.4444444444444444
0.5294117647058824,0.54,0.5192307692307693
0.5391304347826087,0.5535714285714286,0.5254237288135594
0.5555555555555557,0.5645161290322581,0.546875
0.5547445255474452,0.5588235294117647,0.5507246376811594
0.5369127516778522,0.5405405405405406,0.5333333333333333
0.5432098765432098,0.5432098765432098,0.5432098765432098
0.5465116279069768,0.5402298850574713,0.5529411764705883
0.5543478260869565,0.5543478260869565,0.5543478260869565
0.5656565656565656,0.5656565656565656,0.5656565656565656
0.5687203791469193,0.5714285714285714,0.5660377358490566
0.5545454545454546,0.5596330275229358,0.5495495495495496
0.5565217391304349,0.5663716814159292,0.5470085470085471
0.559670781893004,0.5666666666666667,0.5528455284552846
0.5647058823529412,0.5714285714285714,0.5581395348837209
0.5692883895131087,0.5757575757575758,0.562962962962963
0.5559566787003611,0.5703703703703704,0.5422535211267606
0.5644599303135889,0.5785714285714286,0.5510204081632653
0.5733333333333333,0.589041095890411,0.5584415584415584
0.5741935483870968,0.5933333333333334,0.55625
0.5820433436532508,0.5987261146496815,0.5662650602409639
0.5885885885885886,0.6012269938650306,0.5764705882352941
0.5830903790087463,0.5988023952095808,0.5681818181818182
0.5762711864406779,0.5895953757225434,0.56353591160221
0.5808219178082192,0.5921787709497207,0.5698924731182796
0.5820105820105821,0.5913978494623656,0.5729166666666666
0.5846153846153846,0.5968586387434555,0.5728643216080402
0.5885286783042395,0.5989847715736041,0.5784313725490197
0.5790754257907541,0.5862068965517241,0.5721153846153846
0.5815602836879433,0.5857142857142857,0.5774647887323944
0.5819861431870669,0.586046511627907,0.5779816513761468
0.582392776523702,0.589041095890411,0.5758928571428571
0.5859030837004406,0.5911111111111111,0.5807860262008734
0.5910064239828694,0.5948275862068966,0.5872340425531914
0.5916666666666667,0.5941422594142259,0.5892116182572614
0.5848670756646217,0.5860655737704918,0.5836734693877551
0.5868263473053893,0.588,0.5856573705179283
0.5843137254901961,0.5843137254901961,0.5843137254901961
0.578544061302682,0.578544061302682,0.578544061302682
0.5816135084427767,0.5827067669172933,0.5805243445692884
0.5834862385321101,0.5845588235294118,0.5824175824175825
0.5816876122082586,0.5827338129496403,0.5806451612903226
0.5824561403508772,0.5824561403508772,0.5824561403508772
0.5876288659793815,0.5856164383561644,0.5896551724137931
0.5892255892255893,0.587248322147651,0.5912162162162162
0.5884297520661158,0.5855263157894737,0.5913621262458472
0.5922330097087378,0.5903225806451613,0.5941558441558441
0.5914149443561209,0.5886075949367089,0.5942492012779552
0.5906250000000001,0.5887850467289719,0.5924764890282131
0.5907692307692308,0.5871559633027523,0.5944272445820433
0.5972850678733032,0.5945945945945946,0.6
0.5985185185185186,0.5958702064896755,0.6011904761904762
0.5967976710334789,0.5924855491329479,0.6011730205278593
0.597997138769671,0.5954415954415955,0.6005747126436781
0.5991561181434599,0.5966386554621849,0.6016949152542372
0.603042876901798,0.6022099447513812,0.6038781163434903
0.6021798365122616,0.6021798365122616,0.6021798365122616
0.5986577181208054,0.5978552278820375,0.5994623655913979
0.5978835978835978,0.5963060686015831,0.5994694960212201
0.59375,0.5906735751295337,0.5968586387434555
0.5923076923076923,0.5907928388746803,0.5938303341902313
0.5873417721518988,0.5873417721518988,0.5873417721518988
0.5885286783042394,0.5885286783042394,0.5885286783042394
0.5901234567901235,0.5901234567901235,0.5901234567901235
0.5912408759124088,0.5912408759124088,0.5912408759124088
0.588235294117647,0.5889423076923077,0.5875299760191847
0.585308056872038,0.5866983372921615,0.5839243498817966
0.586448598130841,0.5878220140515222,0.585081585081585
0.5875576036866359,0.5902777777777778,0.5848623853211009
0.5847554038680319,0.58675799086758,0.5827664399092971
0.5849268841394826,0.5869074492099323,0.5829596412556054
0.5875831485587583,0.5888888888888889,0.5862831858407079
0.5855263157894737,0.5855263157894737,0.5855263157894737
0.585945945945946,0.5865800865800865,0.5853131749460043
0.5863539445628997,0.588865096359743,0.583864118895966
0.5852631578947368,0.587737843551797,0.5828092243186582
0.5868886576482831,0.5899581589958159,0.5838509316770186
0.5864197530864197,0.5900621118012422,0.5828220858895705
0.5859613428280773,0.5901639344262295,0.5818181818181818
0.5855130784708248,0.5890688259109311,0.582
0.5864811133200796,0.59,0.5830039525691699
0.5874263261296662,0.5897435897435898,0.5851272015655578
0.586977648202138,0.5886939571150097,0.5852713178294574
0.5871029836381135,0.5899419729206963,0.5842911877394636
0.5872259294566253,0.5911708253358925,0.5833333333333334
0.5854579792256847,0.5893536121673004,0.5816135084427767
0.5863678804855275,0.5891181988742964,0.5836431226765799
0.5878003696857671,0.5899814471243042,0.585635359116022
0.5884509624197983,0.5900735294117647,0.5868372943327239
0.5903723887375113,0.5919854280510018,0.5887681159420289
0.5899280575539568,0.5899280575539568,0.5899280575539568
0.592,0.5925266903914591,0.5914742451154529
