Average f1 score,Average precision,Average Recall
0.0010971547082441607,0.0005610878627173895,0.024619609703222856
f1,precision,recall
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0.0011318619128466326,0.000578368999421631,0.02631578947368421
0.0011037527593818985,0.0005640157924421884,0.02564102564102564
0.0011019283746556475,0.0005633802816901409,0.025
0.0010799136069114472,0.0005521811154058532,0.024390243902439025
0.001034126163391934,0.0005285412262156448,0.023809523809523808
0.0010282776349614395,0.0005257623554153522,0.023255813953488372
0.0009818360333824251,0.0005017561465127947,0.022727272727272728
0.0009587727708533077,0.0004899559039686428,0.022222222222222223
0.0009573958831977024,0.0004894762604013706,0.021739130434782608
0.0009546539379474941,0.00048828125,0.02127659574468085
0.000946073793755913,0.00048426150121065375,0.02040816326530612
0.000880281690140845,0.00045004500450045,0.02
0.000878348704435661,0.00044943820224719103,0.019230769230769232
0.0008532423208191127,0.00043649061545176777,0.018867924528301886
0.0008329862557267803,0.00042607584149978694,0.018518518518518517
0.0008153281695882593,0.0004170141784820684,0.01818181818181818
0.0008093889113719142,0.00041407867494824016,0.017857142857142856
0.0007836990595611286,0.0004008016032064128,0.017543859649122806
0.0007510326699211416,0.00038387715930902113,0.017241379310344827
0.0007140307033202428,0.00036469730123997083,0.01694915254237288
0.0007125044531528322,0.00036403349108117945,0.016666666666666666
0.0007109847138286527,0.0003633720930232558,0.01639344262295082
0.000709471443774388,0.0003627130939426913,0.016129032258064516
0.0006828269033799931,0.0003489183531053733,0.015873015873015872
0.0006695681285570806,0.00034211426616489907,0.015625
0.0006576783952647156,0.0003361344537815126,0.015151515151515152
0.0012594458438287153,0.0006435006435006435,0.029411764705882353
0.001257071024512885,0.00064246707356248,0.028985507246376812
0.0012547051442910915,0.0006414368184733803,0.02857142857142857
0.0011965300628178283,0.0006112469437652812,0.028169014084507043
0.0011750881316098707,0.0006002400960384153,0.027777777777777776
0.0011730205278592375,0.0005993407252022775,0.0273972602739726
0.0011464603038119803,0.0005856515373352855,0.02702702702702703
0.001125809175344779,0.0005750431282346176,0.02666666666666667
